"B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","B25063_025E","B25063_025M","B25063_026E","B25063_026M","B25063_027E","B25063_027M","GEO_ID","NAME"
"737","127","719","126","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","26","51","41","78","49","279","140","73","49","118","69","78","67","26","40","0","13","0","13","18","19","1400000US06037294510","Census Tract 2945.10, Los Angeles County, California"
"630","84","624","83","0","13","0","13","0","13","0","13","8","12","0","13","6","8","0","13","0","13","0","13","12","18","5","9","0","13","34","29","0","13","11","16","42","34","171","59","153","50","159","70","18","19","5","6","0","13","0","13","6","8","1400000US06037294520","Census Tract 2945.20, Los Angeles County, California"
"795","147","795","147","0","13","0","13","0","13","0","13","36","35","18","19","28","27","0","13","31","29","16","26","0","13","0","13","9","14","15","26","0","13","33","37","48","34","242","82","195","135","110","64","0","13","0","13","14","21","0","13","0","13","1400000US06037294610","Census Tract 2946.10, Los Angeles County, California"
"649","118","595","106","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","23","38","0","13","0","13","0","13","0","13","9","15","101","71","33","48","159","83","105","90","136","84","20","33","0","13","0","13","9","15","54","75","1400000US06037294620","Census Tract 2946.20, Los Angeles County, California"
"778","99","744","104","0","13","0","13","0","13","0","13","0","13","11","18","5","8","10","14","12","19","0","13","0","13","27","24","67","47","46","33","28","31","102","48","61","39","126","52","86","45","142","56","21","22","0","13","0","13","0","13","34","25","1400000US06037294701","Census Tract 2947.01, Los Angeles County, California"
"882","111","866","112","0","13","0","13","0","13","0","13","13","20","0","13","12","19","0","13","0","13","0","13","0","13","35","54","0","13","6","9","0","13","45","31","77","51","344","88","151","58","154","71","19","31","10","12","0","13","0","13","16","17","1400000US06037294810","Census Tract 2948.10, Los Angeles County, California"
"848","130","848","130","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","10","4","7","8","14","0","13","4","7","31","40","12","20","11","17","56","35","141","86","352","98","143","68","25","23","55","40","0","13","0","13","0","13","0","13","1400000US06037294820","Census Tract 2948.20, Los Angeles County, California"
"903","119","896","120","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","22","6","10","4","7","0","13","0","13","30","21","28","33","124","65","112","48","250","95","104","62","161","82","16","20","33","34","9","14","0","13","7","12","1400000US06037294830","Census Tract 2948.30, Los Angeles County, California"
"651","72","646","71","0","13","0","13","19","22","34","30","20","16","49","32","12","18","0","13","0","13","11","18","0","13","20","22","4","6","11","18","3","5","43","34","57","38","160","54","96","52","91","42","16","20","0","13","0","13","0","13","5","8","1400000US06037294900","Census Tract 2949, Los Angeles County, California"
"484","201","484","201","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","47","54","132","75","283","173","0","19","22","42","0","19","1400000US06037295103","Census Tract 2951.03, Los Angeles County, California"
"839","120","819","122","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","19","5","7","0","13","13","18","26","27","74","51","129","61","170","86","165","68","30","33","174","79","6","9","14","22","0","13","0","13","20","25","1400000US06037296210","Census Tract 2962.10, Los Angeles County, California"
"1751","192","1717","187","0","13","22","27","13","15","36","42","195","109","96","79","139","102","74","96","79","67","8","13","34","46","77","94","0","13","21","37","25","32","31","34","76","68","162","88","79","54","220","112","127","77","177","100","26","37","0","13","34","44","1400000US06037296220","Census Tract 2962.20, Los Angeles County, California"
"595","101","595","101","0","13","0","13","0","13","0","13","0","13","10","15","0","13","0","13","0","13","0","13","0","13","8","12","0","13","0","13","0","13","0","13","7","12","25","26","41","38","122","66","254","86","110","77","18","20","0","13","0","13","1400000US06037296300","Census Tract 2963, Los Angeles County, California"
"223","101","223","101","0","13","0","13","0","13","21","32","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","28","44","76","61","44","48","29","25","11","16","9","14","5","12","0","13","1400000US06037296401","Census Tract 2964.01, Los Angeles County, California"
"231","78","215","76","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","39","0","13","0","13","46","53","10","16","88","53","22","25","22","23","0","13","0","13","16","20","1400000US06037296402","Census Tract 2964.02, Los Angeles County, California"
"738","177","738","177","31","50","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","43","53","0","13","0","13","11","18","0","13","27","37","76","64","196","121","61","67","208","94","85","67","0","13","0","13","0","13","0","13","1400000US06037296500","Census Tract 2965, Los Angeles County, California"
"1659","420","1643","421","0","19","0","19","0","19","0","19","9","13","11","17","0","19","12","19","16","17","38","46","8","12","0","19","46","75","9","16","33","42","261","394","53","49","195","94","163","75","446","161","316","118","27","46","0","19","0","19","16","18","1400000US06037296600","Census Tract 2966, Los Angeles County, California"
"1398","228","1387","229","0","13","0","13","0","13","21","23","45","62","0","13","9","15","28","34","27","42","0","13","0","13","0","13","0","13","0","13","0","13","119","95","128","76","288","111","258","122","277","124","174","182","13","20","0","13","0","13","11","19","1400000US06037296901","Census Tract 2969.01, Los Angeles County, California"
"1255","143","1249","143","0","13","0","13","0","13","0","13","0","13","18","28","0","13","6","10","17","26","6","10","0","13","5","8","0","13","24","39","0","13","47","38","96","73","391","118","247","96","271","113","121","91","0","13","0","13","0","13","6","10","1400000US06037296902","Census Tract 2969.02, Los Angeles County, California"
"130","67","130","67","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","39","50","18","29","0","13","17","29","30","40","13","22","13","22","0","13","0","13","1400000US06037297001","Census Tract 2970.01, Los Angeles County, California"
"762","205","748","205","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","24","0","13","0","13","27","33","40","44","103","64","40","35","270","147","81","75","143","115","0","13","29","44","14","23","1400000US06037297002","Census Tract 2970.02, Los Angeles County, California"
"1342","187","1325","188","8","13","9","14","8","13","0","13","39","33","9","14","0","13","0","13","0","13","9","14","20","22","43","44","0","13","9","14","104","62","26","23","234","115","243","120","181","109","149","76","87","61","112","71","0","13","35","43","17","28","1400000US06037297110","Census Tract 2971.10, Los Angeles County, California"
"758","108","731","109","0","13","0","13","0","13","27","45","0","13","0","13","0","13","0","13","0","13","20","31","0","13","0","13","0","13","20","31","0","13","18","27","112","81","153","76","105","56","185","89","65","53","19","27","0","13","7","11","27","42","1400000US06037297120","Census Tract 2971.20, Los Angeles County, California"
"1069","137","1069","137","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","15","0","13","10","16","0","13","10","17","0","13","0","13","54","58","331","123","101","66","419","154","77","72","47","44","10","16","0","13","0","13","1400000US06037297201","Census Tract 2972.01, Los Angeles County, California"
"864","230","819","228","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","0","13","0","13","51","48","0","13","97","63","187","97","371","198","71","40","34","29","0","13","0","13","45","45","1400000US06037297202","Census Tract 2972.02, Los Angeles County, California"
"376","80","369","80","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","12","0","13","0","13","8","12","5","7","8","13","6","11","46","28","86","50","40","40","37","36","75","32","50","26","7","11","1400000US06037297300","Census Tract 2973, Los Angeles County, California"
"206","69","197","68","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","14","55","53","19","20","33","26","9","14","8","12","31","28","33","37","9","14","1400000US06037297400","Census Tract 2974, Los Angeles County, California"
"153","62","153","62","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","26","13","21","36","41","0","13","16","26","38","24","34","38","0","13","0","13","1400000US06037297501","Census Tract 2975.01, Los Angeles County, California"
"421","136","421","136","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","20","0","13","0","13","0","13","29","48","61","62","91","70","46","48","53","65","128","91","0","13","0","13","0","13","1400000US06037297502","Census Tract 2975.02, Los Angeles County, California"
"1020","163","1020","163","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","44","68","0","13","0","13","23","36","10","16","68","43","195","108","304","117","207","106","152","97","17","26","0","13","0","13","1400000US06037297601","Census Tract 2976.01, Los Angeles County, California"
"970","177","932","181","0","13","0","13","0","13","7","12","34","54","0","13","0","13","0","13","0","13","0","13","24","39","17","26","0","13","9","14","0","13","39","54","20","22","128","72","201","82","291","140","143","81","8","12","11","16","0","13","38","46","1400000US06037297602","Census Tract 2976.02, Los Angeles County, California"
"290","201","271","198","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","84","134","0","19","0","19","0","19","101","133","17","23","19","30","50","46","19","28","1400000US06037300100","Census Tract 3001, Los Angeles County, California"
"557","119","544","117","0","19","0","19","0","19","0","19","16","12","0","19","0","19","0","19","0","19","8","12","0","19","0","19","0","19","0","19","0","19","0","19","0","19","30","30","37","36","161","75","89","51","0","19","133","75","70","68","13","15","1400000US06037300200","Census Tract 3002, Los Angeles County, California"
"267","118","267","118","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","30","45","21","28","64","74","76","61","49","56","27","33","0","19","1400000US06037300301","Census Tract 3003.01, Los Angeles County, California"
"566","172","548","170","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","41","66","0","19","0","19","0","19","27","37","65","68","132","92","68","56","143","78","29","34","43","65","18","28","1400000US06037300400","Census Tract 3004, Los Angeles County, California"
"285","142","278","142","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","31","35","110","120","76","48","25","27","13","21","23","36","7","11","1400000US06037300501","Census Tract 3005.01, Los Angeles County, California"
