"GEO_ID","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_031E","S1903_C02_031M","NAME"
"1400000US06037571704","1135","80","23.1","9.8","27.9","7.3","0.0","3.5","10.9","6.5","4.1","5.1","30.9","10.2","3.1","3.3","44.2","8.3","11.4","5.4","6.2","4.7","50.1","11.0","33.0","11.9","10.7","6.8","930","68","72.2","8.2","27.8","8.2","49.7","10.6","37.1","10.2","13.2","7.8","205","82","43.9","31.2","43.9","31.2","0.0","17.6","56.1","31.2","35.1","27.8","21.0","23.3","34.6","(X)","33.7","(X)","22.9","(X)","42446","20051","58182","35231","44205","42431","-","**","32034","20775","-","**","41399","15076","82431","7170","47647","21505","54598","20767","32344","35772","39626","7328","59361","30089","30667","14419","41957","19020","41935","17638","41991","97181","54643","18691","41866","27877","33819","7378","26953","42524","21000","10504","21000","10504","-","**","57784","14736","58523","49843","54420","53208","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5717.04, Los Angeles County, California"
"1400000US06037571800","1286","68","76.2","4.7","5.8","3.4","0.0","3.1","12.8","4.7","0.0","3.1","3.6","3.3","1.6","2.5","7.8","3.7","73.6","4.5","0.6","1.0","24.2","4.4","47.0","4.9","28.2","3.9","821","77","37.3","4.7","62.7","4.7","85.4","7.0","12.3","6.1","2.3","3.6","465","95","61.1","10.6","57.4","11.4","3.7","4.5","38.9","10.6","20.6","9.0","18.3","8.2","22.6","(X)","28.1","(X)","12.9","(X)","102054","10893","113125","23141","217738","250647","-","**","100491","22179","-","**","56607","26106","-","**","56250","48986","113359","21804","-","**","77188","87267","106667","17758","73750","32578","174063","62218","250,000+","***","120375","77139","189904","59589","74007","21585","56696","8173","69861","29227","46300","23604","45450","13199","71635","3992","95169","9089","34250","61327","97450","116188","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5718, Los Angeles County, California"
"1400000US06037571900","2375","78","58.0","5.3","19.1","4.7","0.0","1.7","7.6","4.6","0.0","1.7","10.4","5.4","4.9","3.3","13.9","5.3","54.5","5.6","1.2","1.4","38.5","6.4","45.2","6.1","15.1","3.4","1522","207","40.9","9.3","59.1","9.3","69.1","10.0","15.7","8.2","15.2","7.0","853","213","51.8","12.9","50.9","12.9","0.9","2.0","48.2","12.9","37.0","13.8","11.1","7.0","18.5","(X)","24.1","(X)","8.4","(X)","68921","12731","82868","27995","51788","44702","-","**","22174","45076","-","**","72564","12911","60163","12541","71923","9950","84338","32328","-","**","67636","15649","86397","36310","44219","19179","76841","18753","68981","13005","92679","30367","122581","39049","35711","7404","77125","27758","41250","17649","31689","6983","31419","7333","-","**","58828","21782","51796","4362","148047","55005","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5719, Los Angeles County, California"
"1400000US06037572001","2095","94","67.1","6.4","5.3","3.2","0.9","1.6","7.7","3.6","0.0","1.9","19.1","6.1","0.0","1.9","21.5","6.2","63.8","6.2","1.4","1.5","37.1","6.3","46.9","7.6","14.5","4.1","1164","138","54.8","7.7","45.2","7.7","77.6","9.2","11.4","6.0","11.0","7.5","931","134","46.5","13.3","38.5","12.5","8.1","5.4","53.5","13.3","38.1","13.9","15.4","11.0","12.2","(X)","10.3","(X)","13.4","(X)","72404","8295","71995","10663","65109","43094","193304","225867","84260","43300","-","**","78750","73470","-","**","96063","77951","72021","9883","27344","20990","84694","59694","74519","25724","22250","15729","98654","28526","111524","12316","83520","12913","111235","17703","74432","76433","83265","50838","49750","16779","34097","13540","31786","13587","113472","127897","66734","28956","52292","33489","160327","125893","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5720.01, Los Angeles County, California"
"1400000US06037572002","1684","114","50.5","6.7","19.7","5.7","0.6","1.0","22.9","6.2","0.0","2.3","5.9","3.0","0.4","0.7","10.2","3.7","46.9","6.7","4.4","3.2","27.6","5.7","38.7","6.9","29.3","6.3","813","131","45.5","10.9","54.5","10.9","61.1","11.1","32.3","9.5","6.5","5.4","871","128","62.5","8.8","54.5","11.3","7.9","7.6","37.5","8.8","32.0","8.6","5.5","3.6","22.9","(X)","25.7","(X)","20.2","(X)","55575","4139","55888","14322","53125","17830","-","**","65852","13098","-","**","51316","26003","-","**","52401","27809","55132","12087","51111","6323","73344","8869","56675","12291","29659","12138","76875","21067","85962","31439","73036","19375","112875","35146","56918","4584","222634","252112","38975","6666","33409","6365","34148","6644","22104","69743","48669","9420","42625","11122","110556","80201","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5720.02, Los Angeles County, California"
"1400000US06037572100","342","13","38.3","21.9","30.4","20.4","0.0","11.0","20.2","11.0","0.0","11.0","8.8","10.1","2.3","3.8","28.7","20.6","18.4","14.7","0.0","11.0","42.7","18.4","45.6","18.6","11.7","9.5","256","52","64.1","22.7","35.9","22.7","82.4","20.0","12.1","18.1","5.5","8.7","86","55","50.0","40.9","39.5","35.6","10.5","17.6","50.0","40.9","39.5","45.7","10.5","19.3","14.9","(X)","19.9","(X)","0.0","(X)","73387","24649","71793","13707","83750","42752","-","**","94125","147910","-","**","-","**","2,500-","***","74597","90790","44861","25671","-","**","74435","37991","72292","106094","48750","41393","88750","31694","90000","33038","73750","99596","97232","16833","-","**","-","**","66250","16688","60662","32606","52500","25455","-","**","70919","26536","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5721, Los Angeles County, California"
"1400000US06037572201","2042","109","35.1","6.6","22.4","5.5","0.4","0.8","26.2","5.8","2.4","2.7","10.6","4.7","2.9","2.5","20.7","6.7","26.5","5.8","0.0","1.9","30.3","5.1","41.5","6.9","28.2","5.4","1459","131","50.2","9.4","49.8","9.4","69.0","8.9","14.3","5.1","16.7","8.8","583","133","55.7","16.5","44.6","17.0","11.1","10.3","44.3","16.5","42.2","16.3","2.1","3.2","34.9","(X)","34.8","(X)","35.0","(X)","76176","12822","48125","27101","83523","54119","-","**","85263","16203","107269","310817","75789","41958","91445","22768","59032","16204","48516","46564","-","**","90378","16296","92730","18335","24276","4165","85673","11962","97572","12712","76875","8001","92938","12510","33571","37245","85688","20368","28456","10557","32298","52007","29412","11064","94638","62035","19650","8622","19350","6740","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5722.01, Los Angeles County, California"
"1400000US06037572202","1054","63","38.6","9.3","9.7","4.9","0.0","3.7","34.0","9.9","2.4","3.1","7.1","4.8","8.3","6.0","17.9","8.9","29.3","7.7","7.2","6.3","32.9","7.5","43.2","7.0","16.7","4.2","768","75","43.0","8.9","57.0","8.9","79.6","8.0","17.7","7.2","2.7","3.1","286","86","38.1","20.5","35.7","20.6","2.4","4.0","61.9","20.5","25.2","15.8","36.7","17.1","29.7","(X)","25.3","(X)","38.5","(X)","74615","10959","83438","13621","88077","50107","-","**","72273","28370","75096","39723","80750","24232","48836","30663","81350","40773","84420","14907","16859","9341","83259","9534","77460","22567","60000","8319","82589","10653","81100","17576","83839","27377","83616","14314","82400","36583","32188","51123","48171","11231","23884","14417","23571","11638","-","**","59886","26336","76250","52621","58068","34453","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5722.02, Los Angeles County, California"
"1400000US06037572301","958","63","46.7","9.7","11.5","4.9","0.0","4.1","25.8","6.3","6.2","5.1","9.1","5.7","0.8","1.4","48.4","8.2","7.3","6.5","0.0","4.1","41.9","11.8","48.0","11.1","10.1","4.9","786","92","68.3","8.5","31.7","8.5","52.3","13.8","33.3","14.4","14.4","8.4","172","70","33.1","20.2","7.6","10.0","25.6","21.9","66.9","20.2","29.7","18.6","37.2","23.2","24.7","(X)","25.4","(X)","21.5","(X)","38750","20122","30044","8814","52841","11826","-","**","83438","36584","53817","455","30272","12293","-","**","30684","6518","26221","3752","-","**","31908","29123","48750","21932","32212","75428","34250","13235","30703","9046","51719","11879","57537","47941","31063","9004","50677","28462","44167","19045","35560","20680","9821","74223","35603","19908","53750","13987","53456","27108","60500","69479","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5723.01, Los Angeles County, California"
"1400000US06037572302","828","51","30.9","7.7","22.1","6.3","2.9","3.2","27.5","8.6","3.6","3.6","6.5","5.1","6.4","6.1","34.8","8.0","7.2","3.9","3.1","4.7","35.4","9.0","43.0","11.9","18.5","8.7","697","72","57.5","10.7","42.5","10.7","67.6","11.6","21.7","10.4","10.8","7.1","131","59","5.3","8.4","5.3","8.4","0.0","25.8","94.7","8.4","51.9","31.2","42.7","31.5","53.5","(X)","52.8","(X)","48.1","(X)","68854","12514","74833","29028","40536","27635","57308","131844","52404","49302","90294","55288","50556","43882","32321","97466","74167","21147","53611","22639","-","**","61369","16402","69265","29552","73375","47053","68942","13683","52393","24459","74706","12888","77050","10392","23456","31306","42235","36274","34375","53045","-","**","-","**","-","**","34712","57356","32857","20313","76442","160238","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5723.02, Los Angeles County, California"
"1400000US06037572400","334","97","6.6","7.5","64.1","17.3","0.0","11.3","12.3","9.1","0.0","11.3","13.8","13.0","3.3","5.6","23.1","15.5","0.0","11.3","2.7","4.2","14.1","14.6","70.4","17.1","12.9","10.0","297","80","24.2","20.0","75.8","20.0","65.3","21.4","31.0","20.7","3.7","5.9","37","59","0.0","54.1","0.0","54.1","0.0","54.1","100.0","54.1","0.0","54.1","100.0","54.1","68.3","(X)","64.3","(X)","100.0","(X)","85086","9251","83750","75866","85517","16784","-","**","90341","64713","-","**","57396","77477","-","**","73472","49735","-","**","-","**","187902","222701","86078","12044","49886","20725","86681","23890","103000","160982","86509","23901","97083","45114","86293","23579","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5724, Los Angeles County, California"
"1400000US06037572500","1239","77","39.1","7.7","26.0","6.8","0.0","3.2","15.0","5.4","0.0","3.2","14.1","6.7","5.7","5.5","29.9","7.8","25.5","7.2","3.2","3.7","32.3","8.2","27.9","8.3","36.6","6.7","760","100","64.6","9.0","35.4","9.0","51.4","10.5","38.3","11.0","10.3","6.1","479","103","67.4","14.1","60.1","15.6","7.3","8.6","32.6","14.1","26.1","11.5","6.5","10.1","26.2","(X)","31.2","(X)","18.2","(X)","21587","2562","29115","11115","17500","6772","-","**","18318","1698","-","**","24899","19915","10341","10408","24493","7485","28333","8362","33214","46401","25091","4760","40196","28874","17043","2746","25591","6445","25295","6244","33355","24783","26473","24879","25602","14107","16765","16434","17386","4695","15795","4988","14620","3047","24323","22986","19519","11717","18029","7471","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5725, Los Angeles County, California"
"1400000US06037572600","1306","27","46.0","8.7","10.6","5.3","0.5","0.9","24.8","7.5","0.0","3.0","10.6","5.4","7.5","4.4","55.4","7.1","7.5","4.0","1.8","1.5","35.1","7.8","45.7","6.2","17.4","6.5","1081","86","44.6","9.3","55.4","9.3","79.8","8.5","16.8","7.4","3.3","3.4","225","86","46.2","19.2","36.0","18.9","10.2","10.5","53.8","19.2","24.9","17.6","28.9","22.2","51.1","(X)","51.1","(X)","41.8","(X)","58125","10198","63445","13233","30329","12258","-","**","84695","25295","-","**","55417","18787","51250","13716","54856","7961","85167","57403","40357","15515","62988","32739","64639","18672","27972","18777","59688","12385","48625","9920","73785","18218","64410","23528","51029","13085","38750","944","29688","38040","27625","11224","19943","9728","85583","69733","62841","38385","22895","13119","64962","176931","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5726, Los Angeles County, California"
"1400000US06037572700","1380","59","24.4","7.6","17.2","5.4","0.0","2.9","45.7","6.7","0.9","1.4","11.2","5.4","0.7","1.1","33.3","6.0","3.3","2.4","1.4","1.6","33.5","6.8","46.9","7.3","18.3","5.1","1193","98","45.6","9.4","54.4","9.4","65.3","9.2","27.8","8.6","6.9","5.7","187","88","52.4","25.1","25.7","19.1","26.7","23.5","47.6","25.1","47.6","25.1","0.0","19.1","49.8","(X)","47.4","(X)","57.8","(X)","56389","30434","38506","24739","42974","7149","-","**","89116","8306","-","**","65313","37917","-","**","53087","18273","30179","34104","110341","87875","39491","9725","88107","10307","44342","18773","68563","16129","54375","30146","73777","13259","74479","11235","52675","17512","28864","66310","42782","17445","41667","50454","28250","29702","90345","102115","43024","24469","43024","24469","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5727, Los Angeles County, California"
"1400000US06037572800","375","24","52.3","12.7","35.2","11.6","0.0","10.1","10.4","6.8","0.0","10.1","2.1","3.1","0.0","10.1","9.3","9.0","45.1","13.1","5.1","3.6","17.9","14.0","75.2","13.7","1.9","3.0","34","27","100.0","56.4","0.0","56.4","67.6","35.8","32.4","35.8","0.0","56.4","341","41","19.4","13.2","19.4","13.2","0.0","11.1","80.6","13.2","74.8","15.9","5.9","9.4","14.9","(X)","0.0","(X)","16.4","(X)","11750","1887","12386","4989","7109","6839","-","**","61094","143305","-","**","-","**","-","**","12841","12185","15046","7105","17159","6778","7083","27597","11581","1788","-","**","61875","157184","61875","157184","-","**","155583","153926","-","**","-","**","11183","1771","7024","3032","7024","3032","-","**","11967","2434","11599","1350","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5728, Los Angeles County, California"
"1400000US06037572900","1338","59","45.8","8.1","11.0","4.4","0.0","2.9","16.1","6.2","6.1","4.7","20.5","7.0","0.5","0.9","63.1","6.0","3.2","2.0","5.8","4.6","54.9","10.2","21.6","8.3","17.7","6.9","1161","79","68.9","8.5","31.1","8.5","46.4","10.3","33.2","10.0","20.4","8.7","177","71","35.6","22.0","32.2","22.9","3.4","5.6","64.4","22.0","46.3","21.5","18.1","19.5","50.4","(X)","50.8","(X)","25.4","(X)","47679","7788","38162","5717","74950","26612","-","**","52212","14713","77530","6397","53125","20137","-","**","40000","8212","12443","78063","45125","69401","40833","7527","70489","19704","57132","11237","45859","6780","40094","11122","62011","24615","55957","6040","34583","14949","39408","16618","21103","23752","9816","2064","9596","1655","-","**","44286","39322","23750","29705","70761","20858","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5729, Los Angeles County, California"
"1400000US06037573002","1079","89","34.2","9.9","16.2","3.9","0.9","1.4","3.5","2.9","0.0","3.6","35.0","9.7","10.1","6.1","68.3","6.9","6.1","3.9","14.3","6.8","59.4","9.2","25.2","9.4","1.1","1.7","881","101","70.1","8.7","29.9","8.7","38.6","11.3","46.0","10.1","15.4","7.5","198","77","54.0","23.7","42.4","23.2","11.6","18.0","46.0","23.7","22.2","17.2","23.7","20.3","31.9","(X)","36.5","(X)","6.1","(X)","24527","5082","26350","7134","17409","11787","-","**","41750","13016","-","**","22548","7232","40170","11398","22881","6847","72500","66686","21522","6843","27844","10693","19615","14723","-","**","22973","4955","22669","10586","40179","41976","27262","17518","15641","2228","24412","43426","31591","22940","28967","30525","27717","24079","-","**","42875","26808","21250","31762","51875","32709","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5730.02, Los Angeles County, California"
"1400000US06037573003","637","50","67.7","15.1","20.1","13.7","0.0","6.1","12.2","7.2","0.0","6.1","0.0","6.1","0.0","6.1","27.5","8.2","40.2","13.5","5.2","7.7","44.7","13.6","36.1","13.8","14.0","8.6","443","98","65.5","12.8","34.5","12.8","70.7","17.9","20.8","15.2","8.6","9.6","194","80","26.3","27.3","0.0","18.5","26.3","27.3","73.7","27.3","61.9","26.7","11.9","14.1","16.0","(X)","20.5","(X)","5.7","(X)","40956","17053","35785","17661","85720","92372","-","**","85341","62891","-","**","-","**","-","**","17458","34172","37151","15552","-","**","43708","25907","63750","86524","36172","36771","44792","32965","44167","58846","61172","44387","43708","43843","17321","136341","62841","1830","35556","29946","11932","54782","-","**","11932","54782","36250","21168","35185","29995","195288","71400","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5730.03, Los Angeles County, California"
"1400000US06037573004","1435","108","39.9","9.7","19.6","7.1","1.4","2.2","5.5","3.9","0.0","2.7","25.4","8.3","8.2","6.7","55.7","11.1","13.3","5.9","14.8","7.2","48.4","10.0","26.1","9.5","10.8","5.7","1182","149","75.4","10.9","24.6","10.9","32.4","11.5","39.8","12.4","27.7","13.1","253","114","32.4","22.4","22.1","21.1","10.3","17.3","67.6","22.4","32.8","26.7","34.8","25.0","27.7","(X)","24.5","(X)","31.6","(X)","29470","14718","40199","28424","26193","23994","-","**","62557","58304","-","**","21635","15207","9638","138648","35186","16286","24432","119459","25000","4810","35439","15652","45769","31264","22406","17814","28347","11875","27853","13848","29313","17594","44653","53514","18879","5293","13068","32476","46683","97296","17794","85284","8981","5448","-","**","102813","106334","103005","126698","47115","200369","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5730.04, Los Angeles County, California"
"1400000US06037573100","2372","104","33.1","6.5","29.6","7.4","1.1","1.3","10.2","3.2","0.4","0.6","18.0","6.6","7.6","4.4","35.0","7.1","19.6","4.4","6.1","4.3","43.2","7.6","38.3","7.5","12.4","4.1","1612","174","62.7","7.6","37.3","7.6","44.7","8.7","43.1","9.0","12.2","6.2","760","157","29.1","13.5","26.8","13.2","2.2","3.4","70.9","13.5","41.7","14.2","29.2","14.1","31.7","(X)","27.4","(X)","36.7","(X)","44442","10955","27011","14485","49864","12138","44821","143468","56250","32288","2,500-","***","51198","27145","41061","57028","50026","29780","23287","12492","51154","34470","52750","15804","38790","27565","36544","23281","43316","10605","30042","12459","65313","26618","58995","13954","29481","9113","50673","57513","44821","31707","18839","10381","17344","11603","-","**","56103","27195","26303","25912","93750","33054","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5731, Los Angeles County, California"
"1400000US06037573201","1296","90","41.1","9.8","23.0","7.4","0.8","1.2","8.6","3.9","2.2","3.1","23.7","8.5","0.7","1.1","58.2","7.1","7.3","4.9","3.3","2.7","48.5","11.1","37.7","10.1","10.4","3.1","968","130","68.5","8.1","31.5","8.1","47.4","9.2","37.1","10.0","15.5","7.6","328","111","62.8","17.0","38.7","20.3","24.1","16.1","37.2","17.0","33.2","16.5","4.0","6.1","32.6","(X)","33.6","(X)","26.8","(X)","29042","10210","37471","9513","27037","25895","-","**","47917","62176","-","**","27572","2367","-","**","29712","12253","26711","38381","18625","18855","26869","9583","36023","18250","36708","15137","32404","9691","26622","5085","39688","18297","50319","22066","14792","14525","32593","9305","25536","10091","14856","15119","14292","10921","27882","20324","42045","27503","40568","29588","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5732.01, Los Angeles County, California"
